record_id,raw_source,raw_title,normalized_title,publication_date,source_publication,byline_or_credit,person_name_variant,muck_rack_url,original_url,url_status,evidence_status,duplicate_group_id,duplicate_status,confidence,notes
MR122,Muck Rack,Fest spårade ur i Tranås - polisen vädjar om hjälp av föräldrar,Fest spårade ur i Tranås – polisen vädjar om hjälp av föräldrar,2020-10-29,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxXZDW/fest-sparade-ur-i-tranas-polisen-vadjar-om-hjalp-av-foraldrar,https://www.svt.se/nyheter/lokalt/jonkoping/fest-sparade-ur-i-tranas-polisen-vadjar-om-hjalp-av-foraldrar,original_url_found,verified_original,DG131,unique,high,"Muck Rack raw date: Oct 29, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR123,Muck Rack,Därför kan inte dansställen hålla öppet,Därför kan inte dansställen hålla öppet,2020-10-28,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxENKM/darfor-kan-inte-dansstallen-halla-oppet,https://www.svt.se/nyheter/lokalt/jonkoping/sa-drabbade-ar-dansforetagen,original_url_found,verified_original,DG132,unique,high,"Muck Rack raw date: Oct 28, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR124,Muck Rack,Region Jönköpings län går upp i stabsläge med anledning av covid-19,Region Jönköpings län går upp i stabsläge med anledning av covid-19,2020-10-28,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxEUX7/region-jonkopings-lan-gar-upp-i-stabslage-med-anledning-av-covid-19,https://www.svt.se/nyheter/lokalt/jonkoping/region-jonkopings-lan-gar-upp-i-stabslage-med-anledning-av-covid-19,original_url_found,verified_original,DG133,unique,high,"Muck Rack raw date: Oct 28, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR125,Muck Rack,Sprang ifatt tjuvar - blev misshandlad,Sprang ifatt tjuvar – blev misshandlad,2020-10-28,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ox5ygJ/sprang-ifatt-tjuvar-blev-misshandlad,https://www.svt.se/nyheter/lokalt/jonkoping/sprang-ifatt-tjuvar-blev-misshandlad,original_url_found,verified_original,DG134,unique,high,"Muck Rack raw date: Oct 28, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR126,Muck Rack,Dansstället kämpar för sin överlevnad: ”Bidragen räcker inte”,Dansstället kämpar för sin överlevnad: ”Bidragen räcker inte”,2020-10-28,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxM226/dansstallet-kampar-for-sin-overlevnad-bidragen-racker-inte,https://www.svt.se/nyheter/lokalt/jonkoping/dansbandsforetag-kampar-for-sin-overlevnad-bidragen-racker-inte,original_url_found,verified_original,DG135,unique,high,"Muck Rack raw date: Oct 28, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR127,Muck Rack,Permobil började brinna på äldreboende i Mullsjö,Elrullstol började brinna på äldreboende i Mullsjö,2020-10-27,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxFAVX/permobil-borjade-brinna-pa-aldreboende-i-mullsjo,https://www.svt.se/nyheter/lokalt/jonkoping/permobil-borjade-brinna-pa-aldreboende-i-mullsjo,original_url_found,verified_original,DG136,unique,high,"Muck Rack raw date: Oct 27, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR128,Muck Rack,Någon slet upp bildörr och rånade 80-åring,Slet upp bildörr och rånade 80-åring,2020-10-26,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxiPAi/nagon-slet-upp-bildorr-och-ranade-80-aring,https://www.svt.se/nyheter/lokalt/jonkoping/nagon-slet-upp-bildorren-och-ranade-80-aring,original_url_found,verified_original,DG137,unique,high,"Muck Rack raw date: Oct 26, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR129,Muck Rack,Värnamo kommun misstänkt för regelbrott,Värnamo kommun misstänkt för regelbrott,2020-10-26,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxicUM/varnamo-kommun-misstankt-for-regelbrott,https://www.svt.se/nyheter/lokalt/jonkoping/varnamo-kommun-misstankta-for-regelbrott,original_url_found,verified_original,DG138,unique,high,"Muck Rack raw date: Oct 26, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR130,Muck Rack,Efterlängtat besked ”Känns jättebra att vi är som övriga i samhället”,Efterlängtat besked ”Känns jättebra att vi är som övriga i samhället”,2020-10-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxZxxR/efterlangtat-besked-kanns-jattebra-att-vi-ar-som-ovriga-i-samhallet,https://www.svt.se/nyheter/lokalt/jonkoping/gladjebeskedet-kanns-jattebra-att-vi-ar-som-ovriga-i-samhallet,original_url_found,verified_original,DG139,unique,high,"Muck Rack raw date: Oct 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR131,Muck Rack,Kommunchefen om coronaläget: ”Naturligtvis allvarligt med de höga siffrorna”,Kommunchefen om coronaläget: ”Naturligtvis allvarligt med de höga siffrorna”,2020-10-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxIFVF/kommunchefen-om-coronalaget-naturligtvis-allvarligt-med-de-hoga-siffrorna,https://www.svt.se/nyheter/lokalt/jonkoping/kommunchefen-om-coronaviruset-i-varnamo-naturligtvis-allvarligt-med-de-har-hoga-siffrorna,original_url_found,verified_original,DG140,unique,high,"Muck Rack raw date: Oct 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR132,Muck Rack,Unga träffas och festar trots ökad smittspridning,Unga träffas och festar trots ökad smittspridning,2020-10-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxIq8p/unga-traffas-och-festar-trots-okad-smittspridning,https://www.svt.se/nyheter/lokalt/jonkoping/skolelever-uppskjutna-insparksfester-halls-i-varnamo,original_url_found,verified_original,DG141,unique,high,"Muck Rack raw date: Oct 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR133,Muck Rack,Beredskapsdirektören: ”En sådan här händelse kan leda till en kris”,Beredskapsdirektören: ”En sådan här händelse kan leda till en kris”,2020-10-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxrHbF/beredskapsdirektoren-en-sadan-har-handelse-kan-leda-till-en-kris,https://www.svt.se/nyheter/lokalt/jonkoping/beredskapsdirektoren-en-san-har-storning-skulle-kunna-leda-till-en-kris,original_url_found,verified_original,DG142,unique,high,"Muck Rack raw date: Oct 19, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR134,Muck Rack,Därför blev du utan varmvatten och värme,Därför blev du utan varmvatten och värme,2020-10-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxrLT8/darfor-blev-du-utan-varmvatten-och-varme,https://www.svt.se/nyheter/lokalt/jonkoping/darfor-blev-du-utan-varmvatten-och-varme,original_url_found,verified_original,DG143,unique,high,"Muck Rack raw date: Oct 19, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR135,Muck Rack,Student om fusket: ”Ingen kontrollerar oss hemifrån”,Student om fusket: ”Ingen kontrollerar oss hemifrån”,2020-10-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxlZ1O/student-om-fusket-ingen-kontrollerar-oss-hemifran,https://www.svt.se/nyheter/lokalt/jonkoping/student-om-fusket-ingen-kontrollerar-oss-hemifran,original_url_found,verified_original,DG144,unique,high,"Muck Rack raw date: Oct 18, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR136,Muck Rack,Rekordmånga anmälningar om fusk på högskolan i Jönköping under pandemin,Rekordmånga anmälningar om fusk på högskolan i Jönköping under pandemin,2020-10-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxl4jI/rekordmanga-anmalningar-om-fusk-pa-hogskolan-i-jonkoping-under-pandemin,https://www.svt.se/nyheter/lokalt/jonkoping/rekordmanga-anmalningar-om-fusk-pa-hogskolan-under-pandemin,original_url_found,verified_original,DG145,unique,high,"Muck Rack raw date: Oct 18, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR137,Muck Rack,Två män åtalas för mordförsök på sovande man i Rådhusparken,Två män åtalas för mordförsök på sovande man i Rådhusparken,2020-10-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oxYHVW/tva-man-atalas-for-mordforsok-pa-sovande-man-i-radhusparken,https://www.svt.se/nyheter/lokalt/jonkoping/tva-man-atalas-for-mordforsok-pa-sovande-man-i-radhusparken,original_url_found,verified_original,DG146,unique,high,"Muck Rack raw date: Oct 16, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR138,Muck Rack,Nya förhållningsregler för de som bor med covid-19-smittad person,Nya förhållningsregler för de som bor med covid-19-smittad person,2020-10-14,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1Xmcf/nya-forhallningsregler-for-de-som-bor-med-covid-19-smittad-person,https://www.svt.se/nyheter/lokalt/jonkoping/nya-forhallningsregler-for-de-som-bor-med-covid-19-smittad-person,original_url_found,verified_original,DG147,unique,high,"Muck Rack raw date: Oct 14, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR139,Muck Rack,Polisen efter tillslaget: ”Detta hade kunnat få stora konsekvenser”,Polisen efter tillslaget: ”Detta hade kunnat få stora konsekvenser”,2020-10-09,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1ADQT/polisen-efter-tillslaget-detta-hade-kunnat-fa-stora-konsekvenser,https://www.svt.se/nyheter/lokalt/jonkoping/polisen-det-har-hade-kunnat-slutat-riktigt-illa,original_url_found,verified_original,DG148,unique,high,"Muck Rack raw date: Oct 09, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR140,Muck Rack,HV71:s klubbdirektör ”Regeringen är Stockholmsfokuserad”,HV71:s klubbdirektör ”Regeringen är Stockholmsfokuserad”,2020-10-08,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1dVtH/hv71s-klubbdirektor-regeringen-ar-stockholmsfokuserad,https://www.svt.se/nyheter/lokalt/jonkoping/hv71-s-klubbdirektor-det-har-ar-jattetrakigt,original_url_found,verified_original,DG149,unique,high,"Muck Rack raw date: Oct 08, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR141,Muck Rack,Regionen vill se mer lokal mat i länet: ”Det har stått stilla”,Regionen vill se mer lokal mat i länet: ”Det har stått stilla”,2020-10-07,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o17Oo0/regionen-vill-se-mer-lokal-mat-i-lanet-det-har-statt-stilla,https://www.svt.se/nyheter/lokalt/jonkoping/de-vill-se-mer-lokal-mat-i-jonkopingsomradet-det-har-statt-stilla,original_url_found,verified_original,DG150,unique,high,"Muck Rack raw date: Oct 07, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR142,Muck Rack,Efter alla bilträffar: ”Vi tittar på hur vi ska begränsa det här kraftigt”,Efter alla bilträffar: ”Vi tittar på hur vi ska begränsa det här kraftigt”,2020-10-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1BbLM/efter-alla-biltraffar-vi-tittar-pa-hur-vi-ska-begransa-det-har-kraftigt,https://www.svt.se/nyheter/lokalt/jonkoping/stor-biltraff-samlade-hundratals-vi-tittar-pa-hur-vi-ska-begransa-det-har-kraftigt,original_url_found,verified_original,DG151,unique,high,"Muck Rack raw date: Oct 04, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR143,Muck Rack,Coronapandemin resulterade i rekordinsamling till Världens Barn,Coronapandemin resulterade i rekordinsamling till Världens Barn,2020-10-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1BZYH/coronapandemin-resulterade-i-rekordinsamling-till-varldens-barn,https://www.svt.se/nyheter/lokalt/jonkoping/coronapandemin-resulterade-i-rekordinsamling-till-varldens-barn,original_url_found,verified_original,DG152,unique,high,"Muck Rack raw date: Oct 04, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR144,Muck Rack,Äldre som brutit lårbenet lämnades i åtta timmar på boende,Äldre som brutit lårbenet lämnades i åtta timmar på boende,2020-10-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1rlsh/aldre-som-brutit-larbenet-lamnades-i-atta-timmar-pa-boende,https://www.svt.se/nyheter/lokalt/jonkoping/manniska-som-brutit-larbenet-lamnades-i-atta-timmar-pa-aldreboende,original_url_found,verified_original,DG153,unique,high,"Muck Rack raw date: Oct 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR145,Muck Rack,Inbrott när boende var hemma - andra gången på kort tid,Inbrott när boende var hemma – andra gången på kort tid,2020-10-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o16HOK/inbrott-nar-boende-var-hemma-andra-gangen-pa-kort-tid,https://www.svt.se/nyheter/lokalt/jonkoping/inbrott-i-bostad-pa-mariebo-nar-boende-var-hemma,original_url_found,verified_original,DG154,unique,high,"Muck Rack raw date: Oct 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR146,Muck Rack,Idrottstränare döms för sexuellt ofredande mot 15-årig flicka,Idrottstränare döms för sexuellt ofredande mot 15-årig flicka,2020-10-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/o1C74U/idrottstranare-doms-for-sexuellt-ofredande-mot-15-arig-flicka,https://www.svt.se/nyheter/lokalt/jonkoping/idrottstranare-doms-for-sexuellt-ofredande-mot-15-arig-tjej,original_url_found,verified_original,DG155,unique,high,"Muck Rack raw date: Oct 02, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR147,Muck Rack,Socialtjänsten Lex Sarah-utreder efter knivdådet i Huskvarna,Socialtjänsten Lex Sarah-utreder efter knivdådet i Huskvarna,2020-09-28,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oLSyVX/socialtjansten-lex-sarah-utreder-efter-knivdadet-i-huskvarna,https://www.svt.se/nyheter/lokalt/jonkoping/socialtjansten-lex-sara-utreder-efter-knivdadet-i-huskvarna,original_url_found,verified_original,DG156,unique,high,"Muck Rack raw date: Sep 28, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR148,Muck Rack,SGU om Mariebo: ”Vi har inget liknande fall i Sverige där så många fastigheter berörs”,SGU om Mariebo: ”Vi har inget liknande fall i Sverige där så många fastigheter berörs”,2020-09-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oLj0GH/sgu-om-mariebo-vi-har-inget-liknande-fall-i-sverige-dar-sa-manga-fastigheter-berors,https://www.svt.se/nyheter/lokalt/jonkoping/sgu-om-giftmarken-vi-har-inget-liknande-fall-dar-sa-manga-fastigheter-berors,original_url_found,verified_original,DG157,unique,high,"Muck Rack raw date: Sep 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR149,Muck Rack,Kommunen: ”Vi försöker jobba så snabbt vi kan”,Kommunen: ”Vi försöker jobba så snabbt vi kan”,2020-09-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oLAVQW/kommunen-vi-forsoker-jobba-sa-snabbt-vi-kan,https://www.svt.se/nyheter/lokalt/jonkoping/boende-pa-giftmarken-vi-ar-fast-som-fangar-i-vara-hus,original_url_found,verified_original,DG158,unique,high,"Muck Rack raw date: Sep 23, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
